==66564== NVPROF is profiling process 66564, command: ./example pcap/packet256new.pcap 100
==66564== Profiling application: ./example pcap/packet256new.pcap 100
==66564== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
ms,ms,,,,,,,,B,KB,MB,GB/s,,,,
323.888878,3.915352,,,,,,,,,,23.062500,5.752222,"Tesla K80 (0)","1","7","[CUDA memcpy HtoD]"
331.547872,0.042720,,,,,,,,,,6.187500,141.443831,"Tesla K80 (0)","1","7","[CUDA memset]"
331.593440,0.040256,,,,,,,,,,6.187500,150.101363,"Tesla K80 (0)","1","7","[CUDA memset]"
331.636416,0.040831,,,,,,,,,,6.187500,147.987570,"Tesla K80 (0)","1","7","[CUDA memset]"
331.679935,0.011456,,,,,,,,,,1.125000,95.900211,"Tesla K80 (0)","1","7","[CUDA memset]"
331.694111,9.600000e-03,,,,,,,,,,0.281250,28.610229,"Tesla K80 (0)","1","7","[CUDA memset]"
335.151932,5.088000e-03,,,,,,,,,,1.098633e-03,0.210865,"Tesla K80 (0)","1","7","[CUDA memset]"
335.312379,6.047000e-03,,,,,,,,,,0.020432,3.299596,"Tesla K80 (0)","1","7","[CUDA memcpy HtoD]"
335.326874,1.696000e-03,,,,,,,,,,8.773804e-04,0.505199,"Tesla K80 (0)","1","7","[CUDA memcpy HtoD]"
335.379930,0.197374,288,1,1,256,1,1,31,2.254400e+04,0.000000,,,"Tesla K80 (0)","1","7","void IpScan_KernelAnalysis<IpScan_ipScanAnalysis_t, IpScan_ipScanAnalysis_t>(packet_t*, IpScan_ipScanAnalysis_t*, IpScan_ipScanAnalysis_t*, analysisState_t, int*, char*, int*, int*, int*, int*, int*, int, int) [229]"
335.639863,1.023894,,,,,,,,,,6.187500,5.901471,"Tesla K80 (0)","1","7","[CUDA memcpy DtoH]"
336.678893,0.093439,,,,,,,,,,0.562500,5.878877,"Tesla K80 (0)","1","7","[CUDA memcpy DtoH]"
336.786476,3.744000e-03,,,,,,,,,,1.098633e-03,0.286561,"Tesla K80 (0)","1","7","[CUDA memcpy DtoH]"
